id,name1,name2
1273,Paulovich, F.V.
1274,Tietjen, C.
1275,Pajarola, R.
1276,Swing, E.
1277,Kriegel, H.-P.
1278,Vijay Natarajan
1279,Chapman, P.
1280,Isaacs, K.E.
1281,Lammarsch, T.
1282,Heimerl, F.
1283,Fraedrich, R.
1284,Junghoon Chae
1285,Zi'ang Ding
1286,Vemuri, B.C.
1287,Hibbard, W.
1288,Parekh, N.
1289,Giereth, M.
1290,Amar, R.
1291,Heidemann, G.
1292,desJardins, M.
1293,Kothur, P.
1294,Wolfsberger, S.
1295,Sedlmair, M.
1296,Gotsman, C.
1297,Robinson, A.
1298,Foote, H.
1299,Sato, M.
1300,Turton, I.
1301,Post, F.H.
1302,Harrison, L.
1303,Zhang, N.
1304,Beecham, R.
1305,Schwendiman, L.
1306,Rao, R.
1307,Scholtz, J.
1308,Fischer, J.
1309,Manocha, D.
1310,Lum, E.B.
1311,Glatter, M.
